Absolute pedal position D (%),Vehicle acceleration (g),Vehicle speed (mph)
23.0,0.0296001578481022,36.0395291497654
15.0,0.0270664138299273,37.9036427264774
15.0,0.0270664138299273,37.9036427264774
18.0,0.0241189750108263,37.28227153424
22.0,0.0241189750108263,37.9036427264774
24.0,0.0241189750108263,37.9036427264774
17.0,0.0241189750108263,38.5250139187147
21.0,0.0241189750108263,38.5250139187147
20.0,0.0241189750108263,38.5250139187147
15.0,0.0,38.5250139187147
24.0,0.0,38.5250139187147
24.0,0.0,39.146385110952
23.0,0.0130463556986142,39.7677563031894
18.0,0.0130463556986142,39.7677563031894
18.0,0.0130463556986142,40.3891274954267
32.0,0.0130463556986142,42.874612264376
16.0,0.0130463556986142,42.874612264376
18.0,0.0130463556986142,41.010498687664
22.0,0.0130463556986142,39.146385110952
21.0,-0.008336675087367,38.5250139187147
21.0,-0.0224690756547712,37.9036427264774
19.0,-0.0245873025987806,36.6609003420027
15.0,-0.0192641516836329,36.0395291497654
15.0,-0.0286224049496097,33.554044380816
15.0,-0.0324182237311692,32.3113019963414
15.0,-0.0522646159713583,27.96170365068
15.0,-0.0906808369716756,20.505249343832
15.0,-0.130289700656662,13.048795036984
15.0,-0.142845810230589,10.5633102680347
27.0,-0.142845810230589,14.2915374214587
25.0,-0.142845810230589,16.777022190408
27.0,-0.142845810230589,21.1266205360694
34.0,0.0891264007190727,26.097590073968
34.0,0.0794584020783631,27.96170365068
37.0,0.0852937382934075,32.3113019963414
24.0,0.0675915655431147,33.554044380816
25.0,0.0476553487820367,34.1754155730534
26.0,0.0462963758138118,36.0395291497654
24.0,0.0239290235141035,36.0395291497654
15.0,0.0239290235141035,35.418157957528
15.0,0.0239290235141035,35.418157957528
15.0,-0.0194194514531977,32.9326731885787
15.0,-0.0292873036198912,31.0685596118667
15.0,-0.0292873036198912,31.0685596118667
15.0,-0.0412673731574728,28.5830748429174
15.0,-0.0566140886230279,25.4762188817307
15.0,-0.0797623928493561,19.8838781515947
15.0,-0.107181658318353,13.6701662292213
15.0,-0.108444332422474,5.59234073013601
15.0,-0.103887663021972,3.10685596118667
15.0,-0.0915147185248224,0.0
19.0,-0.0915147185248224,0.621371192237334
25.0,-0.0915147185248224,6.21371192237334
29.0,-0.0915147185248224,11.8060526525093
29.0,0.103098893404686,17.3983933826453
29.0,0.110039416105947,20.505249343832
31.0,0.102555128803928,24.8548476894934
21.0,0.102555128803928,24.8548476894934
27.0,0.0903753979612924,27.3403324584427
28.0,0.0717991071101391,30.4471884196294
27.0,0.0676002599950594,32.3113019963414
27.0,0.0418987626028927,32.3113019963414
29.0,0.0415879299389447,34.7967867652907
23.0,0.0251895039389248,34.7967867652907
15.0,0.0177707083684458,35.418157957528
15.0,0.0177707083684458,34.7967867652907
15.0,0.0177707083684458,34.1754155730534
15.0,-0.0073707877181958,33.554044380816
15.0,-0.0151892341280915,32.9326731885787
15.0,-0.0184439396434149,31.689930804104
15.0,-0.0303577556233076,29.2044460351547
15.0,-0.0303577556233076,29.2044460351547
15.0,-0.0507718712566387,24.8548476894934
15.0,-0.0736312183512594,20.505249343832
15.0,-0.118952775150359,13.048795036984
15.0,-0.149949055111638,4.34959834566134
15.0,-0.15020160320954,1.24274238447467
15.0,-0.134050504051343,0.0
15.0,-0.0266800494066542,0.0
15.0,-0.0266800494066542,0.0
15.0,-0.0046009648440218,0.0
15.0,0.0,0.0
15.0,0.0,0.0
15.0,0.0,0.0
15.0,0.0,0.0
20.0,0.0,0.0
22.0,0.0544901844831825,11.184681460272
30.0,0.0819347229558643,16.777022190408
30.0,0.101214107314801,20.505249343832
36.0,0.121705174467675,25.4762188817307
39.0,0.0893004965624981,31.689930804104
39.0,0.0895652525456822,35.418157957528
39.0,0.0806754604565864,38.5250139187147
30.0,0.0569381157936734,39.146385110952
29.0,0.0569381157936734,39.146385110952
28.0,0.0544294254095859,41.010498687664
27.0,0.042846210256357,42.874612264376
26.0,0.0312618951038405,44.1173546488507
26.0,0.0347664316962591,44.738725841088
25.0,0.0347664316962591,44.738725841088
25.0,0.0247060660391132,45.9814682255627
28.0,0.0192869546546209,46.6028394178
28.0,0.0195128306518846,47.8455818022747
26.0,0.0185323111965339,48.466952994512
25.0,0.018312040799663,49.0883241867494
25.0,0.0179404850516352,49.7096953789867
25.0,0.0108558157351821,49.7096953789867
26.0,0.0108558157351821,49.7096953789867
25.0,0.0104555470100181,50.331066571224
26.0,0.0104555470100181,49.7096953789867
26.0,0.0104555470100181,50.9524377634614
29.0,0.0104555470100181,52.8165513401734
21.0,0.0104555470100181,53.4379225324107
24.0,0.0200643058348716,53.4379225324107
19.0,0.0200643058348716,52.8165513401734
23.0,0.0,52.8165513401734
23.0,-0.003714891698497,52.8165513401734
23.0,-0.0073501899057763,52.195180147936
20.0,-0.0071870107497697,51.5738089556987
24.0,-0.0071870107497697,52.195180147936
22.0,-0.0071870107497697,52.8165513401734
20.0,-0.0071870107497697,52.8165513401734
23.0,0.0077239445729546,52.8165513401734
21.0,0.0038571189478303,52.8165513401734
21.0,0.0,52.8165513401734
18.0,-0.0041200978085483,52.195180147936
23.0,-0.0037355179253805,52.195180147936
21.0,-0.0038798902016746,52.195180147936
21.0,-0.0075708058173435,51.5738089556987
19.0,-0.0073149656524884,50.9524377634614
20.0,-0.0080479334856325,50.9524377634614
23.0,-0.0077940638713167,50.9524377634614
22.0,-0.0073824084396848,50.331066571224
23.0,-0.0039344577078354,50.331066571224
20.0,-0.0036367676045895,50.331066571224
19.0,-0.0108395999402934,49.0883241867494
15.0,-0.0154297185847913,47.8455818022747
21.0,-0.0245295862466131,45.9814682255627
25.0,-0.0245295862466131,45.9814682255627
25.0,-0.0230719035217147,45.3600970333254
15.0,-0.0238329996399007,44.1173546488507
15.0,-0.0315983278911932,41.010498687664
15.0,-0.0540208105269628,34.7967867652907
15.0,-0.127177036572218,22.9907341127814
15.0,-0.139719622313294,18.64113576712
28.0,-0.139719622313294,21.1266205360694
32.0,-0.139719622313294,21.1266205360694
15.0,-0.139719622313294,26.7189612662054
39.0,-0.139719622313294,30.4471884196294
41.0,0.0925015964574591,34.1754155730534
43.0,0.0970955344628692,38.5250139187147
43.0,0.0851191521523105,41.010498687664
33.0,0.0805197791539245,43.4959834566134
36.0,0.0565985794848248,43.4959834566134
33.0,0.0409158551271229,44.738725841088
25.0,0.0375302053534036,47.2242106100374
21.0,0.0303870963373087,48.466952994512
21.0,0.0403747048869778,49.7096953789867
19.0,0.0369331756940905,50.9524377634614
21.0,0.0266770653463261,51.5738089556987
19.0,0.0269109771104027,52.8165513401734
22.0,0.0219103952134106,53.4379225324107
27.0,0.0259429909791117,55.3020361091227
25.0,0.0261555421216632,55.9234073013601
27.0,0.0173237800879754,55.9234073013601
27.0,0.0144488396582783,55.9234073013601
25.0,-0.003867964466869,54.6806649168854
22.0,-0.003867964466869,54.6806649168854
22.0,-0.0219903125334621,52.195180147936
20.0,-0.0305908235932585,50.9524377634614
22.0,-0.0415867666833329,49.0883241867494
22.0,-0.0433254341398198,47.2242106100374
18.0,-0.0320036660283406,45.3600970333254
21.0,-0.0320036660283406,45.3600970333254
20.0,-0.0257710142556284,45.9814682255627
15.0,-0.0257710142556284,45.9814682255627
15.0,0.0143015366096592,47.8455818022747
15.0,0.0143015366096592,47.8455818022747
15.0,0.0146266796182361,47.8455818022747
16.0,0.0146266796182361,47.2242106100374
25.0,-0.0115958843734374,45.3600970333254
32.0,-0.0195212679406029,46.6028394178
23.0,-0.0195212679406029,46.6028394178
15.0,-0.0195212679406029,45.3600970333254
15.0,-0.0195212679406029,45.3600970333254
19.0,-0.0037501119204263,44.1173546488507
15.0,-0.0216747520895414,42.874612264376
15.0,-0.0213012574163561,41.6318698799014
15.0,-0.0277747537219489,40.3891274954267
15.0,-0.0292974511653754,39.146385110952
15.0,-0.026681925330591,38.5250139187147
15.0,-0.0332479783117573,36.0395291497654
15.0,-0.0332479783117573,36.0395291497654
15.0,-0.0535566813105085,29.2044460351547
15.0,-0.0577865371589877,26.097590073968
21.0,-0.0602458220484907,24.8548476894934
32.0,-0.0602458220484907,26.7189612662054
38.0,-0.0602458220484907,30.4471884196294
15.0,-0.0602458220484907,30.4471884196294
34.0,-0.0602458220484907,32.9326731885787
15.0,0.0631508218535359,36.0395291497654
15.0,0.0631508218535359,35.418157957528
15.0,0.0631508218535359,34.7967867652907
15.0,0.0033632750523938,33.554044380816
28.0,-0.0138464880098888,33.554044380816
38.0,-0.0138464880098888,35.418157957528
40.0,-0.0138464880098888,38.5250139187147
40.0,0.0459948474311266,41.010498687664
36.0,0.0573467677005019,42.2532410721387
29.0,0.050242254282474,44.1173546488507
15.0,0.050242254282474,42.2532410721387
15.0,0.050242254282474,39.7677563031894
15.0,-0.0371204356815479,35.418157957528
15.0,-0.0985256803720765,27.3403324584427
15.0,-0.125532398610707,19.2625069593574
15.0,-0.146714933915104,12.4274238447467
15.0,-0.148100674084307,9.32056788356001
15.0,-0.148100674084307,9.32056788356001
15.0,-0.0922053908821755,4.34959834566134
15.0,-0.0922053908821755,4.34959834566134
15.0,-0.0618474182085632,2.48548476894934
15.0,-0.0498798256582666,1.24274238447467
15.0,-0.0246458416881318,0.0
15.0,-0.0246458416881318,0.0
15.0,-0.0068700807285313,0.0
15.0,0.0,0.0
15.0,0.0,0.0
15.0,0.0,0.0
15.0,0.0,0.0
15.0,0.0,0.0
15.0,0.0,0.0
15.0,0.0,0.0
15.0,0.0,0.0
15.0,0.0,0.0
15.0,0.0,0.0
15.0,0.0,0.0
15.0,0.0,0.0
27.0,0.0549639522291479,9.32056788356001
24.0,0.0714446077084316,12.4274238447467
34.0,0.0714446077084316,12.4274238447467
29.0,0.122478734053918,21.7479917283067
24.0,0.133604028337448,23.6121053050187
15.0,0.087695315214887,24.8548476894934
19.0,0.087695315214887,23.6121053050187
19.0,0.087695315214887,22.9907341127814
22.0,0.087695315214887,24.233476497256
21.0,0.087695315214887,28.5830748429174
15.0,0.087695315214887,28.5830748429174
15.0,0.087695315214887,25.4762188817307
15.0,-0.0352727575129661,18.0197645748827
15.0,-0.115250882731722,9.32056788356001
15.0,-0.15212907230249,3.10685596118667
15.0,-0.147522597111129,1.24274238447467
15.0,-0.105996875450634,0.0
15.0,-0.0547704260576354,0.0
15.0,-0.0184524668367037,0.0
15.0,-0.0072229839985329,0.0
15.0,0.0,0.0
15.0,0.0,0.0
15.0,0.0,0.0
15.0,0.0,0.0
15.0,0.0,0.0
15.0,0.0,0.0
15.0,0.0,0.0
15.0,0.0,0.0
15.0,0.0,0.0
15.0,0.0,0.0
15.0,0.0,0.0
15.0,0.0,0.0
28.0,0.0,0.0
28.0,0.0692707583015936,11.184681460272
33.0,0.105785330564091,18.0197645748827
23.0,0.14165017687183,21.7479917283067
40.0,0.149014305762758,26.097590073968
15.0,0.149014305762758,26.097590073968
38.0,0.122744690323105,31.689930804104
36.0,0.105529917031015,34.7967867652907
34.0,0.105868972976816,38.5250139187147
15.0,0.0977177803545083,42.2532410721387
32.0,0.077630935648315,43.4959834566134
29.0,0.0688683384059993,45.3600970333254
29.0,0.0544494301419113,47.2242106100374
30.0,0.0402344317745652,48.466952994512
31.0,0.0431787918577628,50.331066571224
30.0,0.0406953780275016,52.195180147936
29.0,0.0379289999431282,53.4379225324107
25.0,0.0388276130197958,55.3020361091227
20.0,0.0388276130197958,55.3020361091227
20.0,0.0388276130197958,54.6806649168854
25.0,0.0388276130197958,54.6806649168854
22.0,0.0059160020351345,54.6806649168854
22.0,0.0059160020351345,55.3020361091227
25.0,0.0065281826696129,55.9234073013601
29.0,0.0100412811605476,56.5447784935974
25.0,0.0228216314991409,59.0302632625467
23.0,0.0297654881403456,60.8943768392587
24.0,0.0297654881403456,60.8943768392587
24.0,0.0192924415351884,60.8943768392587
23.0,0.0192924415351884,60.8943768392587
21.0,0.0025680415345485,59.6516344547841
23.0,0.0025680415345485,59.6516344547841
23.0,-0.0066595943837799,59.0302632625467
22.0,-0.0095916846209756,59.0302632625467
20.0,-0.0090801199932529,58.4088920703094
25.0,-0.0058634390148018,58.4088920703094
25.0,-0.0037497725993345,58.4088920703094
27.0,-0.0037497725993345,59.6516344547841
27.0,0.0115170919508367,60.2730056470214
28.0,0.0115170919508367,60.2730056470214
27.0,0.0242041568391164,63.3798616082081
24.0,0.0234441308741884,63.3798616082081
22.0,0.0183045032921236,63.3798616082081
25.0,0.0183045032921236,63.3798616082081
23.0,0.0169448690588727,64.0012328004454
23.0,0.0069716120741916,64.6226039926827
23.0,0.0069716120741916,64.0012328004454
23.0,0.0069716120741916,63.3798616082081
24.0,-0.0036665981892714,63.3798616082081
20.0,-0.0080004455776253,63.3798616082081
22.0,-0.0036170288620903,63.3798616082081
15.0,-0.0039064110185294,62.7584904159707
23.0,-0.0071611288830124,62.1371192237334
15.0,-0.0135361216944647,60.8943768392587
18.0,-0.0135361216944647,60.8943768392587
18.0,-0.0204533539480673,59.6516344547841
32.0,-0.0204533539480673,60.8943768392587
29.0,-0.0204533539480673,62.1371192237334
36.0,-0.0204533539480673,64.0012328004454
30.0,0.0283669476590548,64.6226039926827
21.0,0.0283669476590548,64.0012328004454
28.0,0.0283669476590548,64.6226039926827
32.0,0.0283669476590548,65.8653463771574
32.0,0.0283669476590548,67.1080887616321
28.0,0.0239522214353355,67.7294599538694
25.0,0.0254440750910595,68.3508311461067
21.0,0.0162125539696669,68.3508311461067
23.0,0.007646999376762,68.3508311461067
26.0,0.0041029527624018,68.3508311461067
22.0,-0.0041135100976242,67.7294599538694
21.0,-0.0037469884164271,67.7294599538694
27.0,-0.0039684156349332,67.7294599538694
27.0,-0.0039684156349332,68.3508311461067
25.0,0.0070336587340171,68.9722023383441
25.0,0.0118139942397415,69.5935735305814
28.0,0.0149935494279234,70.2149447228187
25.0,0.0150040910251009,70.8363159150561
24.0,0.012163887825858,70.8363159150561
25.0,0.0073588302273799,70.8363159150561
23.0,0.0038542911901105,70.8363159150561
27.0,0.0,70.8363159150561
27.0,0.0,70.8363159150561
22.0,0.0,70.8363159150561
25.0,0.0,70.8363159150561
21.0,-0.0040846731656566,70.2149447228187
26.0,-0.0039834014071158,70.2149447228187
26.0,-0.0035904672070443,70.2149447228187
28.0,-0.0035904672070443,70.8363159150561
32.0,0.0127438923664581,72.7004294917681
31.0,0.0163654854865255,73.3218006840054
29.0,0.0176788399593038,73.3218006840054
29.0,0.020672033783644,73.9431718762427
27.0,0.0125241872265541,74.5645430684801
28.0,0.0079033718458351,74.5645430684801
27.0,0.0114446185473319,75.1859142607174
28.0,0.0073478684945446,75.1859142607174
28.0,0.0073448685636891,75.8072854529547
25.0,0.0073164712667363,75.8072854529547
25.0,0.0073164712667363,75.1859142607174
27.0,0.0,75.1859142607174
26.0,-0.007277645324012,74.5645430684801
26.0,-0.007277645324012,74.5645430684801
27.0,-0.0038021585931308,74.5645430684801
26.0,-0.0038214641368069,74.5645430684801
27.0,-0.0038214641368069,74.5645430684801
27.0,0.0,74.5645430684801
26.0,0.00354131527903,75.1859142607174
26.0,0.0035190705071244,75.1859142607174
26.0,0.0033724680279336,75.1859142607174
25.0,0.0,74.5645430684801
23.0,-0.0075255270014865,73.9431718762427
23.0,-0.0136947546988721,72.7004294917681
23.0,-0.0189999923132573,72.0790582995307
25.0,-0.0191407794823851,71.4576871072934
26.0,-0.0138318942786887,71.4576871072934
27.0,-0.0138318942786887,71.4576871072934
28.0,-0.0138318942786887,72.0790582995307
25.0,-0.0138318942786887,72.0790582995307
26.0,0.0032760876273752,72.0790582995307
25.0,0.0,71.4576871072934
25.0,-0.0035983036298141,71.4576871072934
29.0,-0.0035983036298141,72.0790582995307
28.0,-0.0035983036298141,72.7004294917681
29.0,0.0101663281850431,73.3218006840054
25.0,0.0131251923429276,73.9431718762427
28.0,0.0108838161247591,73.9431718762427
26.0,0.0108662773225138,74.5645430684801
25.0,0.0108662773225138,73.9431718762427
26.0,0.0108662773225138,73.9431718762427
27.0,0.0,73.9431718762427
30.0,0.0,74.5645430684801
27.0,0.0038835257971487,74.5645430684801
27.0,0.0038835257971487,74.5645430684801
27.0,0.0061963060847563,75.1859142607174
25.0,0.0062207529849746,75.1859142607174
26.0,0.0062207529849746,74.5645430684801
27.0,0.0062207529849746,75.1859142607174
29.0,0.0062207529849746,75.1859142607174
27.0,0.0062207529849746,75.8072854529547
23.0,0.0062207529849746,75.8072854529547
23.0,0.0049808613748875,75.8072854529547
28.0,0.0049808613748875,75.8072854529547
20.0,0.0042783119909372,76.4286566451921
29.0,0.0042783119909372,75.8072854529547
29.0,0.0042783119909372,75.1859142607174
26.0,-0.0058940239221357,74.5645430684801
30.0,-0.0111017032428705,74.5645430684801
31.0,-0.0069574306604803,74.5645430684801
26.0,-0.0070301148979238,73.9431718762427
24.0,-0.0076667295632086,73.3218006840054
24.0,-0.0076667295632086,73.3218006840054
30.0,-0.0076667295632086,73.9431718762427
30.0,-0.0076667295632086,74.5645430684801
24.0,-0.0076667295632086,73.9431718762427
27.0,-0.0076667295632086,73.3218006840054
24.0,-0.0104812830057562,72.0790582995307
15.0,-0.0216707407729427,70.8363159150561
20.0,-0.0267742532103644,68.9722023383441
21.0,-0.030611012419496,68.3508311461067
27.0,-0.030611012419496,69.5935735305814
24.0,-0.030611012419496,69.5935735305814
24.0,-0.030611012419496,69.5935735305814
24.0,-0.030611012419496,71.4576871072934
27.0,-0.030611012419496,72.0790582995307
27.0,0.0179357925320994,72.7004294917681
24.0,0.0179357925320994,72.7004294917681
27.0,0.012959864731131,73.3218006840054
25.0,0.0091455676652108,73.3218006840054
25.0,0.0091455676652108,72.7004294917681
27.0,0.0091455676652108,73.3218006840054
26.0,0.0091455676652108,73.9431718762427
28.0,0.0091455676652108,73.9431718762427
29.0,0.0074148584543691,73.9431718762427
32.0,0.0078303485442122,74.5645430684801
30.0,0.0039439582757845,74.5645430684801
30.0,0.0039439582757845,73.3218006840054
23.0,-0.0111475570009236,72.0790582995307
25.0,-0.0148474521852143,72.0790582995307
28.0,-0.0148474521852143,72.7004294917681
25.0,-0.0148474521852143,72.7004294917681
24.0,0.0036229992342256,72.7004294917681
27.0,0.0072244640516124,73.3218006840054
23.0,0.0072244640516124,72.7004294917681
26.0,0.0072244640516124,72.0790582995307
26.0,-0.0038766515964143,72.0790582995307
19.0,-0.0117201610005908,71.4576871072934
27.0,-0.0117201610005908,71.4576871072934
22.0,-0.0037276561474209,71.4576871072934
21.0,-0.0072206194569716,70.8363159150561
24.0,-0.0035210762068233,70.8363159150561
23.0,-0.0035210762068233,70.8363159150561
17.0,-0.0039722348160667,70.8363159150561
25.0,-0.0111298900559192,69.5935735305814
27.0,-0.0077163115343751,69.5935735305814
27.0,-0.0077163115343751,70.2149447228187
27.0,-0.0077163115343751,70.8363159150561
25.0,0.0076930156053424,70.8363159150561
28.0,0.0109802401823928,71.4576871072934
29.0,0.0143835727132237,72.7004294917681
29.0,0.0145315396528107,73.3218006840054
27.0,0.0211879283716771,74.5645430684801
26.0,0.0177996885506193,74.5645430684801
29.0,0.0146458543864563,75.1859142607174
29.0,0.0152552055598176,75.8072854529547
30.0,0.0113880516413488,76.4286566451921
30.0,0.0148681423348061,77.0500278374294
27.0,0.0148681423348061,77.0500278374294
27.0,0.0147630119440239,77.6713990296667
28.0,0.0137595592583271,78.2927702219041
31.0,0.014206439103693,78.9141414141414
31.0,0.0105013218703638,78.9141414141414
29.0,0.0070652685266318,78.9141414141414
29.0,0.0039531496151435,78.9141414141414
28.0,-0.0038080655711574,78.2927702219041
25.0,-0.0118201624410846,77.0500278374294
23.0,-0.0162313156699017,76.4286566451921
22.0,-0.0219143663315102,75.1859142607174
28.0,-0.0219143663315102,75.8072854529547
25.0,-0.0219143663315102,75.8072854529547
23.0,-0.0219143663315102,75.1859142607174
25.0,-0.0219143663315102,75.1859142607174
21.0,0.0,75.1859142607174
29.0,-0.0072188495501748,74.5645430684801
27.0,-0.0072188495501748,75.1859142607174
27.0,-0.0072188495501748,76.4286566451921
25.0,-0.0072188495501748,77.6713990296667
26.0,0.0234974334854835,78.2927702219041
26.0,0.0204457336993489,78.2927702219041
23.0,0.0115610080006745,78.2927702219041
25.0,0.0,77.6713990296667
23.0,-0.0077253641027574,77.0500278374294
25.0,-0.0105497092760501,76.4286566451921
24.0,-0.011382935649533,76.4286566451921
25.0,-0.0078742932945941,76.4286566451921
26.0,-0.0073447971439469,75.8072854529547
26.0,-0.003820447456977,75.8072854529547
28.0,-0.003820447456977,76.4286566451921
27.0,-0.003820447456977,75.8072854529547
28.0,-0.003820447456977,75.8072854529547
27.0,0.0,75.8072854529547
23.0,-0.0102919909286452,74.5645430684801
26.0,-0.0102919909286452,75.1859142607174
28.0,-0.0102919909286452,75.8072854529547
29.0,-0.0102919909286452,77.0500278374294
29.0,-0.0102919909286452,77.0500278374294
27.0,0.0186795971640468,78.2927702219041
30.0,0.0182796110430573,78.9141414141414
30.0,0.017980043871772,79.5355126063787
26.0,0.0122889369527027,79.5355126063787
25.0,0.007548848128851,79.5355126063787
24.0,0.0,78.9141414141414
27.0,-0.003689978902319,78.9141414141414
27.0,-0.0032309063922803,78.9141414141414
26.0,-0.0031589894102988,78.9141414141414
25.0,-0.0032459840436376,78.2927702219041
25.0,-0.0032459840436376,78.2927702219041
27.0,-0.0027667871381518,78.2927702219041
27.0,-0.0027667871381518,78.2927702219041
27.0,-0.0027667871381518,78.9141414141414
27.0,-0.0027667871381518,78.9141414141414
26.0,0.0023715928965921,78.9141414141414
25.0,0.0,78.2927702219041
22.0,-0.0064021645550496,77.6713990296667
24.0,-0.0064021645550496,77.6713990296667
25.0,-0.0101766567769731,77.0500278374294
25.0,-0.0112858160527286,76.4286566451921
25.0,-0.0119350329750686,75.8072854529547
27.0,-0.0119350329750686,75.8072854529547
27.0,-0.0111021186466213,75.1859142607174
23.0,-0.0116776126308951,74.5645430684801
22.0,-0.0190462420075796,73.3218006840054
27.0,-0.0258886048083957,72.0790582995307
24.0,-0.0258886048083957,72.0790582995307
24.0,-0.0258886048083957,72.7004294917681
23.0,-0.0258886048083957,72.7004294917681
21.0,0.0073066639379854,72.7004294917681
22.0,0.0,72.0790582995307
23.0,-0.0072054237753322,71.4576871072934
23.0,-0.0114570113990286,70.8363159150561
26.0,-0.0124753281031053,70.8363159150561
27.0,-0.0124753281031053,71.4576871072934
25.0,-0.0124753281031053,70.8363159150561
28.0,-0.0124753281031053,71.4576871072934
27.0,-0.0124753281031053,72.0790582995307
26.0,-0.0124753281031053,72.0790582995307
27.0,-0.0124753281031053,72.0790582995307
29.0,0.0096063264074029,72.7004294917681
27.0,0.0122843329032937,73.9431718762427
27.0,0.0131640152761486,74.5645430684801
29.0,0.0181631846002869,75.8072854529547
28.0,0.0209990246899491,76.4286566451921
27.0,0.014752407490431,76.4286566451921
27.0,0.0108175409186147,76.4286566451921
26.0,0.0080489404055976,77.0500278374294
26.0,0.0039639775070346,77.0500278374294
27.0,0.0039639775070346,76.4286566451921
25.0,-0.0035882246436513,75.8072854529547
26.0,-0.0071426133567035,75.8072854529547
27.0,-0.006732410798282,75.8072854529547
26.0,-0.0037812696329039,75.8072854529547
27.0,0.0,75.8072854529547
27.0,0.0,75.8072854529547
25.0,0.0,75.8072854529547
27.0,0.0,75.8072854529547
27.0,0.0036233973418946,76.4286566451921
28.0,0.0036583733611132,76.4286566451921
27.0,0.0036583733611132,76.4286566451921
27.0,0.0038399614592616,76.4286566451921
28.0,0.0,76.4286566451921
27.0,0.0,76.4286566451921
27.0,-0.0043021327015586,75.8072854529547
27.0,-0.004174451844311,75.8072854529547
29.0,-0.0041162577141363,75.8072854529547
29.0,-0.0041162577141363,75.8072854529547
29.0,0.0,75.8072854529547
29.0,0.0027832972082492,76.4286566451921
29.0,0.0025522589908615,76.4286566451921
27.0,0.0025650530682702,76.4286566451921
27.0,0.0025650530682702,76.4286566451921
30.0,0.0,76.4286566451921
30.0,0.0,76.4286566451921
30.0,0.0034979155607962,77.0500278374294
32.0,0.0034979155607962,76.4286566451921
32.0,0.0034979155607962,76.4286566451921
30.0,0.0034979155607962,77.0500278374294
30.0,0.0034979155607962,77.0500278374294
27.0,0.0034979155607962,76.4286566451921
21.0,0.0,76.4286566451921
21.0,-0.0115922675575172,75.1859142607174
28.0,-0.0115922675575172,75.8072854529547
29.0,-0.0115922675575172,75.8072854529547
31.0,-0.0115922675575172,76.4286566451921
31.0,0.0070937417014241,76.4286566451921
